CUST_CODE,BASKET_DOMINANT_MISSION
CUST0000633906,Fresh
CUST0000744116,Fresh
CUST0000754113,Fresh
CUST0000811783,Mixed
CUST0000583261,Mixed
CUST0000633906,Fresh
CUST0000633906,Fresh
CUST0000472158,Fresh
CUST0000754113,Fresh
CUST0000503950,Fresh
CUST0000044880,Fresh
CUST0000203216,Fresh
CUST0000303864,Fresh
CUST0000588881,Fresh
CUST0000303864,Fresh
CUST0000509062,Fresh
CUST0000495818,Fresh
CUST0000372188,Fresh
CUST0000372188,Mixed
CUST0000986734,Fresh
CUST0000986734,Fresh
CUST0000160721,Grocery
CUST0000550874,Mixed
CUST0000524537,Grocery
CUST0000638824,Grocery
CUST0000099658,Grocery
CUST0000649717,Grocery
CUST0000794855,Mixed
CUST0000890061,Grocery
CUST0000669614,Mixed
CUST0000550874,Mixed
CUST0000109773,Mixed
CUST0000159136,Mixed
CUST0000352929,Grocery
CUST0000758622,Grocery
CUST0000669614,Mixed
CUST0000584803,Mixed
CUST0000355900,Grocery
CUST0000352929,Fresh
CUST0000338285,Grocery
CUST0000809847,Grocery
CUST0000638261,Mixed
CUST0000280015,Grocery
CUST0000047700,Mixed
CUST0000436891,Grocery
CUST0000047700,Mixed
CUST0000146080,Mixed
CUST0000461850,Mixed
CUST0000352929,Mixed
CUST0000578684,Grocery
CUST0000947916,Grocery
CUST0000756664,Mixed
CUST0000590382,Fresh
CUST0000986734,Fresh
CUST0000986734,Fresh
CUST0000301430,Mixed
CUST0000631886,Grocery
CUST0000400006,Grocery
CUST0000111873,Grocery
CUST0000506969,Mixed
CUST0000400006,Grocery
CUST0000115925,Mixed
CUST0000986734,Mixed
CUST0000827833,Grocery
CUST0000506969,Mixed
CUST0000986734,Grocery
CUST0000301430,Fresh
CUST0000731822,Grocery
CUST0000916905,Mixed
CUST0000017325,Mixed
CUST0000986734,Fresh
CUST0000111873,Nonfood
CUST0000111873,Fresh
CUST0000827833,Mixed
CUST0000457813,Mixed
CUST0000182722,Mixed
CUST0000579677,Mixed
CUST0000729395,Fresh
CUST0000285664,Mixed
CUST0000633906,Mixed
CUST0000633906,Mixed
CUST0000329537,Mixed
CUST0000995305,Mixed
CUST0000461850,Fresh
CUST0000955566,Mixed
CUST0000404157,Fresh
CUST0000372422,Fresh
CUST0000461850,Fresh
CUST0000404157,Mixed
CUST0000613062,Fresh
CUST0000462566,Fresh
CUST0000461850,Fresh
CUST0000707553,Fresh
CUST0000798581,Fresh
CUST0000605493,Mixed
CUST0000832547,Fresh
CUST0000721182,Mixed
CUST0000673735,Fresh
CUST0000111873,Fresh
CUST0000529484,Fresh
CUST0000836803,Fresh
CUST0000542357,Grocery
CUST0000798581,Fresh
CUST0000052854,Fresh
CUST0000720862,Fresh
CUST0000605493,Fresh
CUST0000648578,Fresh
CUST0000008415,Fresh
CUST0000540040,Fresh
CUST0000309908,Mixed
CUST0000540040,Fresh
CUST0000419779,Mixed
CUST0000548270,Mixed
CUST0000698926,Fresh
CUST0000294517,Grocery
CUST0000112668,Grocery
CUST0000464579,Mixed
CUST0000404149,Mixed
CUST0000578684,Grocery
CUST0000112668,Grocery
CUST0000777817,Mixed
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000591640,Grocery
CUST0000455145,Fresh
CUST0000254125,Grocery
CUST0000997577,Grocery
CUST0000124183,Grocery
CUST0000578684,Grocery
CUST0000112668,Grocery
CUST0000124175,Grocery
CUST0000112668,Grocery
CUST0000885891,Mixed
CUST0000215713,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000498685,Grocery
CUST0000290660,Mixed
CUST0000254125,Grocery
CUST0000112668,Grocery
CUST0000485902,Mixed
CUST0000112668,Grocery
CUST0000190597,Grocery
CUST0000124183,Fresh
CUST0000294517,Grocery
CUST0000294517,Grocery
CUST0000112668,Grocery
CUST0000455145,Grocery
CUST0000554024,Fresh
CUST0000188842,Grocery
CUST0000124183,Grocery
CUST0000112668,Grocery
CUST0000997577,Mixed
CUST0000432685,Grocery
CUST0000686475,Grocery
CUST0000043884,Grocery
CUST0000578684,Mixed
CUST0000124183,Fresh
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000124183,Fresh
CUST0000379344,Fresh
CUST0000569121,Grocery
CUST0000138092,Grocery
CUST0000961785,Mixed
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000352929,Mixed
CUST0000112668,Grocery
CUST0000015258,Grocery
CUST0000294517,Grocery
CUST0000410674,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000124183,Grocery
CUST0000578684,Grocery
CUST0000294517,Grocery
CUST0000990465,Grocery
CUST0000851524,Mixed
CUST0000124183,Fresh
CUST0000112668,Grocery
CUST0000649664,Grocery
CUST0000455083,Mixed
CUST0000352929,Fresh
CUST0000742733,Grocery
CUST0000463814,Fresh
CUST0000557661,Fresh
CUST0000944007,Grocery
CUST0000112668,Grocery
CUST0000480214,Mixed
CUST0000773456,Grocery
CUST0000383824,Mixed
CUST0000112668,Grocery
CUST0000343018,Fresh
CUST0000569121,Grocery
CUST0000738722,Grocery
CUST0000638824,Grocery
CUST0000557661,Grocery
CUST0000112668,Grocery
CUST0000124528,Grocery
CUST0000124183,Mixed
CUST0000236299,Mixed
CUST0000294517,Grocery
CUST0000112668,Grocery
CUST0000805341,Grocery
CUST0000294517,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000124183,Fresh
CUST0000569121,Grocery
CUST0000124183,Fresh
CUST0000740681,Grocery
CUST0000118887,Grocery
CUST0000112668,Grocery
CUST0000124183,Fresh
CUST0000112668,Grocery
CUST0000294517,Grocery
CUST0000294517,Grocery
CUST0000713387,Grocery
CUST0000633979,Grocery
CUST0000112668,Grocery
CUST0000022116,Grocery
CUST0000575056,Grocery
CUST0000112668,Grocery
CUST0000961785,Grocery
CUST0000161411,Fresh
CUST0000575056,Grocery
CUST0000742733,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000200767,Fresh
CUST0000806887,Grocery
CUST0000112668,Grocery
CUST0000773456,Grocery
CUST0000578684,Grocery
CUST0000112668,Grocery
CUST0000161411,Fresh
CUST0000578684,Grocery
CUST0000622071,Grocery
CUST0000432685,Grocery
CUST0000112668,Grocery
CUST0000882824,Grocery
CUST0000112668,Grocery
CUST0000416384,Grocery
CUST0000112668,Grocery
CUST0000686475,Mixed
CUST0000831057,Mixed
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000242095,Mixed
CUST0000591640,Grocery
CUST0000591640,Grocery
CUST0000112668,Grocery
CUST0000112668,Grocery
CUST0000161411,Fresh
CUST0000539672,Fresh
CUST0000771768,Grocery
CUST0000914464,Fresh
CUST0000707553,Grocery
CUST0000414458,Fresh
CUST0000735727,Grocery
CUST0000781568,Fresh
CUST0000103205,Fresh
CUST0000584859,Mixed
CUST0000539672,Fresh
CUST0000133531,Mixed
CUST0000974681,Fresh
CUST0000771768,Nonfood
CUST0000605493,Fresh
CUST0000805341,Grocery
CUST0000133531,Fresh
CUST0000337192,Mixed
CUST0000944007,Grocery
CUST0000899358,Fresh
CUST0000974681,Fresh
CUST0000075510,Fresh
CUST0000539672,Fresh
CUST0000133531,Grocery
CUST0000771768,Grocery
CUST0000099290,Fresh
CUST0000794855,Grocery
CUST0000771768,Mixed
CUST0000434013,Mixed
CUST0000709464,Grocery
CUST0000337192,Mixed
CUST0000101427,Mixed
CUST0000539672,Fresh
CUST0000159136,Mixed
CUST0000707553,Mixed
CUST0000711835,Fresh
CUST0000771768,Grocery
CUST0000539672,Mixed
CUST0000133531,Mixed
CUST0000771768,Grocery
CUST0000771768,Mixed
CUST0000944007,Mixed
CUST0000687519,Grocery
CUST0000263501,Fresh
CUST0000036136,Grocery
CUST0000952666,Mixed
CUST0000755461,Fresh
CUST0000159136,Fresh
CUST0000771768,Mixed
CUST0000241132,Mixed
CUST0000420363,Grocery
CUST0000771768,Mixed
CUST0000037123,Mixed
CUST0000037123,Mixed
CUST0000159136,Grocery
CUST0000115925,Grocery
CUST0000059479,Mixed
CUST0000059479,Mixed
CUST0000017325,Mixed
CUST0000017325,Grocery
CUST0000486918,Fresh
CUST0000241132,Mixed
CUST0000059479,Fresh
CUST0000099290,Fresh
CUST0000638261,Mixed
CUST0000463900,Fresh
CUST0000978405,Fresh
CUST0000290660,Mixed
CUST0000871730,Fresh
CUST0000451458,Fresh
CUST0000074259,Fresh
CUST0000100599,Fresh
CUST0000757776,Mixed
CUST0000992085,Grocery
CUST0000955923,Mixed
CUST0000100599,Grocery
CUST0000506969,Mixed
CUST0000978339,Fresh
CUST0000590105,Mixed
CUST0000540040,Fresh
CUST0000275779,Fresh
CUST0000931908,Nonfood
CUST0000754756,Grocery
CUST0000021161,Mixed
CUST0000228669,Mixed
CUST0000992085,Grocery
CUST0000938246,Mixed
CUST0000509226,Fresh
CUST0000585617,Fresh
CUST0000587601,Mixed
CUST0000326140,Mixed
CUST0000587601,Mixed
CUST0000557293,Fresh
CUST0000312411,Mixed
CUST0000587601,Mixed
CUST0000105820,Mixed
CUST0000826662,Fresh
CUST0000809769,Mixed
CUST0000138092,Grocery
CUST0000467543,Mixed
CUST0000381019,Nonfood
CUST0000375824,Mixed
CUST0000997122,Mixed
CUST0000997122,Mixed
CUST0000561915,Fresh
CUST0000809769,Mixed
CUST0000826662,Fresh
CUST0000587601,Mixed
CUST0000751170,Fresh
CUST0000666899,Fresh
CUST0000105820,Mixed
CUST0000414458,Fresh
CUST0000587601,Mixed
CUST0000135248,Fresh
CUST0000755461,Fresh
CUST0000926034,Mixed
CUST0000771768,Fresh
CUST0000175060,Fresh
CUST0000755461,Mixed
CUST0000375824,Mixed
CUST0000826283,Fresh
CUST0000809769,Fresh
CUST0000312411,Mixed
CUST0000809769,Mixed
CUST0000603024,Mixed
CUST0000099658,Fresh
CUST0000751170,Fresh
CUST0000386374,Mixed
CUST0000755461,Fresh
CUST0000312411,Fresh
CUST0000885717,Fresh
CUST0000524596,Fresh
CUST0000248972,Fresh
CUST0000755461,Mixed
CUST0000755461,Fresh
CUST0000472158,Fresh
CUST0000666899,Fresh
CUST0000634424,Mixed
CUST0000885717,Fresh
CUST0000755461,Fresh
CUST0000809769,Grocery
CUST0000923296,Fresh
CUST0000618211,Grocery
CUST0000809769,Fresh
CUST0000135248,Fresh
CUST0000755461,Fresh
CUST0000175148,Fresh
CUST0000661427,Fresh
CUST0000202661,Mixed
CUST0000347023,Fresh
CUST0000622535,Grocery
CUST0000448280,Mixed
CUST0000970826,Fresh
CUST0000634688,Fresh
CUST0000603024,Fresh
CUST0000325071,Mixed
CUST0000372422,Fresh
CUST0000661427,Fresh
CUST0000634688,Fresh
CUST0000372422,Fresh
CUST0000248972,Grocery
CUST0000099658,Mixed
CUST0000331019,Fresh
CUST0000333347,Fresh
CUST0000372422,Fresh
CUST0000008415,Fresh
CUST0000041090,Fresh
CUST0000871730,Fresh
CUST0000068394,Fresh
CUST0000151308,Fresh
CUST0000099658,Mixed
CUST0000995077,Mixed
CUST0000306181,Mixed
CUST0000099658,Mixed
CUST0000644893,Mixed
CUST0000556297,Fresh
CUST0000572854,Mixed
CUST0000410727,Fresh
CUST0000372422,Mixed
CUST0000572854,Grocery
CUST0000448280,Mixed
CUST0000572854,Mixed
CUST0000572854,Mixed
CUST0000766149,Fresh
CUST0000472158,Fresh
CUST0000372422,Fresh
CUST0000603024,Fresh
CUST0000650366,Mixed
CUST0000572854,Mixed
CUST0000455145,Mixed
CUST0000068394,Fresh
CUST0000032037,Mixed
CUST0000572854,Mixed
CUST0000057847,Fresh
CUST0000278486,Grocery
CUST0000572854,Fresh
CUST0000572854,Fresh
CUST0000472158,Fresh
CUST0000572854,Mixed
CUST0000105820,Fresh
CUST0000392681,Fresh
CUST0000091321,Fresh
CUST0000940241,Mixed
CUST0000397211,Fresh
CUST0000665285,Mixed
CUST0000414799,Fresh
CUST0000394579,Fresh
CUST0000372422,Fresh
CUST0000094339,Grocery
CUST0000372422,Fresh
CUST0000094339,Grocery
CUST0000711147,Fresh
CUST0000450690,Fresh
CUST0000068394,Fresh
CUST0000455145,Mixed
CUST0000448280,Mixed
CUST0000674164,Fresh
CUST0000105820,Grocery
CUST0000886802,Fresh
CUST0000568678,Mixed
CUST0000263501,Mixed
CUST0000572854,Mixed
CUST0000472158,Fresh
CUST0000099658,Mixed
CUST0000248972,Grocery
CUST0000285664,Mixed
CUST0000820340,Fresh
CUST0000091321,Fresh
CUST0000306181,Mixed
CUST0000313042,Mixed
CUST0000568678,Mixed
CUST0000995077,Mixed
CUST0000285664,Mixed
CUST0000709464,Nonfood
CUST0000372422,Nonfood
CUST0000246027,Nonfood
CUST0000603024,Nonfood
CUST0000283533,Nonfood
CUST0000448280,Nonfood
CUST0000283533,Nonfood
CUST0000720862,Nonfood
CUST0000199923,Nonfood
CUST0000400006,Nonfood
CUST0000871534,Nonfood
CUST0000285720,Nonfood
CUST0000448280,Nonfood
CUST0000283533,Nonfood
CUST0000307323,Nonfood
CUST0000283533,Nonfood
CUST0000283533,Nonfood
CUST0000283533,Nonfood
CUST0000283533,Nonfood
CUST0000993465,Nonfood
CUST0000281062,Nonfood
CUST0000283533,Nonfood
CUST0000992085,Nonfood
CUST0000840254,Nonfood
CUST0000472158,Nonfood
CUST0000957189,Nonfood
CUST0000993465,Nonfood
CUST0000283533,Nonfood
CUST0000472158,Nonfood
CUST0000937197,Nonfood
CUST0000978819,Nonfood
CUST0000283533,Nonfood
CUST0000840254,Nonfood
CUST0000283533,Nonfood
CUST0000587643,Nonfood
CUST0000372422,Nonfood
CUST0000283533,Nonfood
CUST0000992085,Nonfood
CUST0000372422,Nonfood
CUST0000283533,Nonfood
CUST0000587643,Nonfood
CUST0000283533,Nonfood
CUST0000283533,Nonfood
CUST0000461850,Nonfood
CUST0000393587,Nonfood
CUST0000171503,Nonfood
CUST0000372422,Nonfood
CUST0000590105,Nonfood
CUST0000283533,Nonfood
CUST0000372422,Nonfood
CUST0000448280,Nonfood
CUST0000285720,Nonfood
CUST0000993465,Nonfood
CUST0000364227,Nonfood
CUST0000283533,Nonfood
CUST0000603024,Nonfood
CUST0000283533,Nonfood
CUST0000472158,Nonfood
CUST0000372422,Nonfood
CUST0000461850,Nonfood
CUST0000200767,Nonfood
CUST0000173993,Nonfood
CUST0000283533,Nonfood
CUST0000283533,Nonfood
CUST0000840254,Nonfood
CUST0000372422,Nonfood
CUST0000094339,Nonfood
CUST0000199923,Nonfood
CUST0000283533,Nonfood
CUST0000200767,Nonfood
CUST0000906450,Fresh
CUST0000851524,Fresh
CUST0000021218,Fresh
CUST0000590382,Fresh
CUST0000906450,Mixed
CUST0000811783,Fresh
CUST0000039309,Mixed
CUST0000906450,Fresh
CUST0000989319,Mixed
CUST0000404935,Mixed
CUST0000811783,Fresh
CUST0000519446,Fresh
CUST0000765119,Mixed
CUST0000173993,Mixed
CUST0000561927,Grocery
CUST0000860647,Fresh
CUST0000844640,Mixed
CUST0000021218,Grocery
CUST0000108776,Fresh
CUST0000811783,Mixed
CUST0000906450,Fresh
CUST0000393587,Mixed
CUST0000021218,Fresh
CUST0000989319,Mixed
CUST0000259671,Fresh
CUST0000021218,Mixed
CUST0000263489,Fresh
CUST0000124528,Mixed
CUST0000940241,Nonfood
CUST0000940241,Nonfood
CUST0000923296,Nonfood
CUST0000124528,Mixed
CUST0000263489,Fresh
CUST0000057304,Mixed
CUST0000472158,Grocery
CUST0000472158,Grocery
CUST0000075238,Grocery
CUST0000664742,Mixed
CUST0000075238,Fresh
CUST0000109773,Fresh
CUST0000057304,Grocery
CUST0000734755,Grocery
CUST0000075238,Grocery
CUST0000687519,Fresh
CUST0000393587,Fresh
CUST0000734755,Grocery
CUST0000627420,Mixed
CUST0000687519,Fresh
CUST0000707553,Mixed
CUST0000057304,Grocery
CUST0000057304,Mixed
CUST0000687519,Fresh
CUST0000605493,Mixed
CUST0000738587,Mixed
CUST0000434489,Fresh
CUST0000645048,Grocery
CUST0000997122,Mixed
CUST0000605493,Mixed
CUST0000184131,Grocery
CUST0000016404,Grocery
CUST0000467543,Mixed
CUST0000874376,Mixed
CUST0000021161,Fresh
CUST0000936813,Mixed
CUST0000297115,Mixed
CUST0000556297,Mixed
CUST0000605493,Mixed
CUST0000633906,Mixed
CUST0000007860,Fresh
CUST0000317126,Grocery
CUST0000347023,Grocery
CUST0000310991,Mixed
CUST0000467543,Mixed
CUST0000297115,Grocery
CUST0000633906,Mixed
CUST0000184131,Grocery
CUST0000310991,Fresh
CUST0000075238,Fresh
CUST0000317126,Grocery
CUST0000016404,Grocery
CUST0000334773,Fresh
CUST0000634688,Fresh
CUST0000016404,Grocery
CUST0000344309,Grocery
CUST0000297115,Grocery
CUST0000297115,Mixed
CUST0000096000,Mixed
CUST0000997122,Mixed
CUST0000997122,Mixed
CUST0000997122,Mixed
CUST0000329537,Fresh
CUST0000634688,Fresh
CUST0000410483,Fresh
CUST0000572854,Mixed
CUST0000963229,Mixed
CUST0000986734,Fresh
CUST0000986734,Grocery
CUST0000579399,Grocery
CUST0000115566,Fresh
CUST0000437165,Fresh
CUST0000080416,Mixed
CUST0000986734,Grocery
CUST0000986734,Fresh
CUST0000986734,Mixed
CUST0000914464,Mixed
CUST0000986734,Fresh
CUST0000770451,Mixed
CUST0000579399,Grocery
CUST0000572854,Mixed
CUST0000826662,Grocery
CUST0000587522,Grocery
CUST0000770451,Mixed
CUST0000115566,Fresh
CUST0000052854,Fresh
CUST0000986734,Grocery
CUST0000609804,Mixed
CUST0000208696,Mixed
CUST0000571040,Grocery
CUST0000571040,Grocery
CUST0000648943,Fresh
CUST0000525126,Mixed
CUST0000755461,Mixed
CUST0000648943,Fresh
CUST0000265741,Grocery
CUST0000265741,Grocery
CUST0000202661,Grocery
CUST0000141780,Mixed
CUST0000826662,Mixed
CUST0000141780,Mixed
CUST0000755461,Fresh
CUST0000755461,Fresh
CUST0000333347,Fresh
CUST0000934898,Fresh
CUST0000281062,Fresh
CUST0000618211,Fresh
CUST0000297515,Fresh
CUST0000934898,Fresh
CUST0000993465,Fresh
CUST0000934898,Fresh
CUST0000341004,Mixed
CUST0000310147,Fresh
CUST0000993465,Fresh
CUST0000978405,Grocery
CUST0000505263,Fresh
CUST0000618095,Grocery
CUST0000175060,Grocery
CUST0000978405,Fresh
CUST0000462714,Grocery
CUST0000710649,Grocery
CUST0000937338,Mixed
CUST0000767243,Fresh
CUST0000767243,Fresh
CUST0000179179,Mixed
CUST0000733271,Mixed
CUST0000175060,Grocery
CUST0000359604,Grocery
CUST0000310991,Grocery
CUST0000278486,Fresh
CUST0000809769,Mixed
CUST0000510974,Grocery
CUST0000634693,Mixed
CUST0000634693,Mixed
CUST0000578349,Fresh
CUST0000844640,Mixed
CUST0000561927,Fresh
CUST0000662370,Mixed
CUST0000844640,Mixed
CUST0000364905,Fresh
CUST0000754113,Fresh
CUST0000754113,Fresh
CUST0000147841,Fresh
CUST0000754113,Fresh
CUST0000147841,Fresh
CUST0000754113,Fresh
CUST0000542690,Mixed
CUST0000844640,Mixed
CUST0000393587,Grocery
CUST0000754113,Fresh
CUST0000988001,Mixed
CUST0000210089,Fresh
CUST0000754113,Fresh
CUST0000754113,Fresh
CUST0000899835,Fresh
CUST0000622535,Fresh
CUST0000916687,Mixed
CUST0000899835,Mixed
CUST0000347023,Grocery
CUST0000827074,Grocery
CUST0000057847,Fresh
CUST0000293743,Grocery
CUST0000369586,Mixed
CUST0000925831,Grocery
CUST0000099658,Grocery
CUST0000313042,Grocery
CUST0000476514,Mixed
CUST0000220295,Fresh
CUST0000313042,Grocery
CUST0000200767,Mixed
CUST0000472158,Fresh
CUST0000197423,Fresh
CUST0000939563,Fresh
CUST0000898638,Grocery
CUST0000414799,Mixed
CUST0000687519,Fresh
CUST0000268143,Fresh
CUST0000268143,Fresh
CUST0000263489,Fresh
CUST0000768680,Fresh
CUST0000608420,Mixed
CUST0000758622,Fresh
CUST0000268143,Fresh
CUST0000768680,Fresh
CUST0000826662,Mixed
CUST0000767243,Mixed
CUST0000634693,Grocery
CUST0000549619,Mixed
CUST0000659646,Mixed
CUST0000994038,Fresh
CUST0000283533,Mixed
CUST0000386374,Grocery
CUST0000397211,Fresh
CUST0000917992,Mixed
CUST0000236914,Grocery
CUST0000236914,Grocery
CUST0000659646,Mixed
CUST0000820750,Grocery
CUST0000947694,Mixed
CUST0000283533,Grocery
CUST0000283533,Grocery
CUST0000147574,Fresh
CUST0000077225,Fresh
CUST0000909859,Mixed
CUST0000909859,Fresh
CUST0000634693,Grocery
CUST0000397211,Fresh
CUST0000283533,Grocery
CUST0000820750,Grocery
CUST0000283533,Grocery
CUST0000397211,Mixed
CUST0000909859,Mixed
CUST0000774376,Fresh
CUST0000397211,Fresh
CUST0000767243,Mixed
CUST0000528012,Grocery
CUST0000347023,Mixed
CUST0000297112,Mixed
CUST0000107193,Mixed
CUST0000572854,Mixed
CUST0000707553,Mixed
CUST0000256627,Fresh
CUST0000256627,Mixed
CUST0000256627,Fresh
CUST0000107193,Fresh
CUST0000943845,Grocery
CUST0000256627,Fresh
CUST0000107193,Fresh
CUST0000927918,Grocery
CUST0000375382,Mixed
CUST0000283533,Fresh
CUST0000868061,Mixed
CUST0000400209,Mixed
CUST0000592982,Fresh
CUST0000278486,Fresh
CUST0000138092,Fresh
CUST0000278486,Fresh
CUST0000780008,Fresh
CUST0000138092,Mixed
CUST0000283533,Grocery
CUST0000283533,Mixed
CUST0000565383,Mixed
CUST0000278486,Grocery
CUST0000278486,Fresh
CUST0000138092,Mixed
CUST0000708150,Fresh
CUST0000138092,Mixed
CUST0000708150,Fresh
CUST0000667919,Fresh
CUST0000280015,Fresh
CUST0000418388,Fresh
CUST0000335064,Fresh
CUST0000418388,Fresh
CUST0000335064,Mixed
CUST0000418388,Grocery
CUST0000418388,Fresh
CUST0000787846,Grocery
CUST0000418388,Fresh
CUST0000572969,Fresh
CUST0000418388,Fresh
CUST0000996042,Fresh
CUST0000572969,Fresh
CUST0000335064,Fresh
CUST0000167624,Fresh
CUST0000335064,Fresh
CUST0000208822,Fresh
CUST0000241132,Fresh
CUST0000262522,Fresh
CUST0000472222,Fresh
CUST0000335064,Fresh
CUST0000701067,Fresh
CUST0000418388,Fresh
CUST0000335064,Fresh
CUST0000694668,Fresh
CUST0000916190,Fresh
CUST0000335064,Fresh
CUST0000418388,Fresh
CUST0000208822,Fresh
CUST0000418388,Fresh
CUST0000167624,Fresh
CUST0000787846,Grocery
CUST0000418388,Fresh
CUST0000916190,Fresh
CUST0000944007,Mixed
CUST0000335064,Fresh
CUST0000418388,Fresh
CUST0000472222,Fresh
CUST0000418388,Fresh
CUST0000418388,Fresh
CUST0000513227,Mixed
CUST0000605140,Fresh
CUST0000418388,Fresh
CUST0000335064,Fresh
CUST0000418388,Fresh
CUST0000335064,Fresh
CUST0000335064,Fresh
CUST0000418388,Fresh
CUST0000290660,Mixed
CUST0000068394,Mixed
CUST0000872455,Grocery
CUST0000290660,Grocery
CUST0000872455,Mixed
CUST0000068394,Fresh
CUST0000241132,Mixed
CUST0000290660,Grocery
CUST0000420363,Grocery
CUST0000455145,Grocery
CUST0000688013,Grocery
CUST0000757450,Mixed
CUST0000420363,Grocery
CUST0000482108,Mixed
CUST0000057847,Mixed
CUST0000482108,Mixed
CUST0000173993,Fresh
CUST0000420363,Fresh
CUST0000393187,Mixed
CUST0000895258,Fresh
CUST0000895258,Fresh
CUST0000578349,Fresh
CUST0000173993,Fresh
CUST0000057847,Fresh
CUST0000058269,Fresh
CUST0000957158,Fresh
CUST0000100452,Fresh
CUST0000671293,Fresh
CUST0000750007,Fresh
CUST0000957158,Fresh
CUST0000957158,Fresh
CUST0000671293,Grocery
CUST0000671293,Fresh
CUST0000773456,Fresh
CUST0000671293,Fresh
CUST0000957158,Fresh
CUST0000285720,Mixed
CUST0000585617,Mixed
CUST0000671293,Mixed
CUST0000671293,Fresh
CUST0000957158,Fresh
CUST0000671293,Mixed
CUST0000285720,Mixed
CUST0000957158,Fresh
CUST0000671293,Fresh
CUST0000957158,Fresh
CUST0000257021,Grocery
CUST0000995115,Fresh
CUST0000671293,Fresh
CUST0000671293,Fresh
CUST0000671293,Grocery
CUST0000068394,Mixed
CUST0000503093,Fresh
CUST0000191403,Fresh
CUST0000671293,Fresh
CUST0000957158,Fresh
CUST0000660556,Mixed
CUST0000870918,Mixed
CUST0000438993,Mixed
CUST0000791897,Fresh
CUST0000982235,Fresh
CUST0000957158,Fresh
CUST0000671293,Mixed
CUST0000671293,Mixed
CUST0000914368,Mixed
CUST0000486391,Grocery
CUST0000831416,Mixed
CUST0000169635,Grocery
CUST0000831416,Mixed
CUST0000576800,Fresh
CUST0000820750,Fresh
CUST0000771768,Fresh
CUST0000758622,Mixed
CUST0000008415,Mixed
CUST0000947916,Fresh
CUST0000801239,Fresh
CUST0000256627,Fresh
CUST0000801239,Fresh
CUST0000957158,Fresh
CUST0000871730,Grocery
CUST0000693648,Fresh
CUST0000947916,Fresh
CUST0000925937,Fresh
CUST0000662600,Fresh
CUST0000298310,Fresh
CUST0000356221,Fresh
CUST0000008415,Fresh
CUST0000138092,Mixed
CUST0000317126,Fresh
CUST0000540040,Fresh
CUST0000301025,Fresh
CUST0000669614,Fresh
CUST0000561915,Fresh
CUST0000146080,Fresh
CUST0000142044,Fresh
CUST0000325292,Fresh
CUST0000352529,Mixed
CUST0000590105,Fresh
CUST0000457813,Mixed
CUST0000806159,Fresh
CUST0000978819,Fresh
CUST0000470040,Fresh
CUST0000616217,Fresh
CUST0000671293,Fresh
CUST0000001194,Fresh
CUST0000256627,Fresh
CUST0000435195,Mixed
CUST0000472158,Fresh
CUST0000801239,Fresh
CUST0000957158,Fresh
CUST0000540040,Fresh
CUST0000947916,Fresh
CUST0000590105,Mixed
CUST0000540040,Fresh
CUST0000969829,Fresh
CUST0000361812,Fresh
CUST0000780215,Fresh
CUST0000721182,Mixed
CUST0000052854,Mixed
CUST0000934360,Mixed
CUST0000947916,Nonfood
CUST0000256627,Mixed
CUST0000568678,Fresh
CUST0000957158,Mixed
CUST0000597333,Mixed
CUST0000582787,Mixed
CUST0000666226,Fresh
CUST0000160842,Grocery
CUST0000540040,Fresh
CUST0000785895,Mixed
CUST0000094339,Fresh
CUST0000472158,Mixed
CUST0000934360,Grocery
CUST0000662600,Fresh
CUST0000756576,Fresh
CUST0000957158,Fresh
CUST0000721182,Fresh
CUST0000914464,Fresh
CUST0000256627,Fresh
CUST0000410727,Fresh
CUST0000125691,Grocery
CUST0000413889,Fresh
CUST0000398965,Mixed
CUST0000844393,Mixed
CUST0000279910,Fresh
CUST0000317126,Mixed
CUST0000947916,Fresh
CUST0000210836,Fresh
CUST0000742814,Fresh
CUST0000721182,Mixed
CUST0000540040,Fresh
CUST0000356221,Fresh
CUST0000801239,Fresh
CUST0000667919,Fresh
CUST0000662600,Mixed
CUST0000550825,Mixed
CUST0000303864,Mixed
CUST0000963611,Fresh
CUST0000666226,Fresh
CUST0000947916,Fresh
CUST0000947916,Fresh
CUST0000410483,Mixed
CUST0000947916,Mixed
CUST0000947916,Fresh
CUST0000963611,Fresh
CUST0000356221,Fresh
CUST0000537241,Mixed
CUST0000590105,Fresh
CUST0000375382,Mixed
CUST0000947916,Fresh
CUST0000297515,Mixed
CUST0000325292,Mixed
CUST0000497027,Fresh
CUST0000263501,Fresh
CUST0000297515,Mixed
CUST0000257021,Nonfood
CUST0000801239,Fresh
CUST0000711835,Fresh
CUST0000001194,Fresh
CUST0000052854,Mixed
CUST0000414514,Fresh
CUST0000540040,Fresh
